Function: Griewank
GlobalParam[7]: -7.629792338120675e-8
GlobalParam[8]: -4.422977285607157e-7
GlobalParam[9]: -3.03306039415277e-7
GlobalParam[10]: 5.279597263429404e-7
GlobalParam[11]: 5.436666808824341e-7
GlobalParam[12]: 6.081747554861741e-7
GlobalParam[13]: -9.31991923924446e-8
GlobalParam[14]: 6.136081913320734e-7
GlobalParam[15]: -4.3844700864551466e-7
GlobalParam[16]: 1.0027054338600064e-7
GlobalParam[17]: -3.14226346396585e-8
GlobalParam[18]: -2.819419947432931e-7
GlobalParam[19]: -1.2986610352264705e-7
GlobalParam[20]: 3.1592516592976364e-7
GlobalParam[21]: -1.76363434738219e-7
GlobalParam[22]: 7.383534527775878e-7
GlobalParam[23]: -4.0048221530917485e-7
GlobalParam[24]: -3.184605433785235e-7
GlobalParam[25]: 6.469793299580152e-7
GlobalParam[26]: 1.7797931700985827e-7
GlobalParam[27]: -6.409255480667055e-7
GlobalParam[28]: -8.125567864793856e-8
GlobalParam[29]: 3.5902549441297284e-7
GlobalParam[30]: -6.77624493181727e-7
5.run 1.000000000000002
GlobalParam[1]: -1.2581481376171447e-7
GlobalParam[2]: 3.154059720164977e-8
GlobalParam[3]: -1.7602661252743817e-7
GlobalParam[4]: -4.3703146084802164e-7
GlobalParam[5]: 1.4113845927941507e-7
GlobalParam[6]: -5.350779154527512e-7
GlobalParam[7]: 2.3698169893904737e-7
GlobalParam[8]: 3.573704644501857e-7
GlobalParam[9]: 2.402922374139977e-7
GlobalParam[10]: -5.775586221924008e-7
GlobalParam[11]: 8.961668116217196e-7
GlobalParam[12]: 1.1781364510225912e-7
GlobalParam[13]: 3.5643774288299076e-7
GlobalParam[14]: -3.1295750272673014e-7
GlobalParam[15]: -2.7642207658731215e-7
GlobalParam[16]: 1.367444013313315e-6
GlobalParam[17]: 7.584524366091686e-7
GlobalParam[18]: -1.6922325315784697e-6
GlobalParam[19]: 1.0732424104438167e-6
GlobalParam[20]: -1.2607099481416499e-6
GlobalParam[21]: 4.151686151893424e-7
GlobalParam[22]: -5.79336020063593e-7
GlobalParam[23]: 6.058330970736507e-8
GlobalParam[24]: -1.6969266591619934e-7
GlobalParam[25]: -4.065850443303619e-7
GlobalParam[26]: 7.635276788069778e-7
GlobalParam[27]: 8.137974380741314e-7
GlobalParam[28]: 1.5927743110178592e-7
GlobalParam[29]: -7.041632266495914e-7
GlobalParam[30]: -1.740104054987536e-7
6.run 1.000000000000003
GlobalParam[1]: -5.980677035407649e-7
GlobalParam[2]: 3.145361686225269e-7
GlobalParam[3]: 1.004552776968912e-6
GlobalParam[4]: -2.333317698406407e-7
GlobalParam[5]: 9.045619201988348e-7
GlobalParam[6]: 5.731139434188378e-7
GlobalParam[7]: 9.540974092599224e-7
GlobalParam[8]: -1.3254917624774897e-7
GlobalParam[9]: -8.52041713552288e-7
GlobalParam[10]: 1.210386161231011e-6
GlobalParam[11]: -8.286556602528833e-7
GlobalParam[12]: -2.1340790318849397e-7
GlobalParam[13]: -1.4162256305175218e-7
GlobalParam[14]: -3.2049968508699204e-7
GlobalParam[15]: 3.812932901706336e-7
GlobalParam[16]: -9.017160439653796e-8
GlobalParam[17]: 2.7103010684139486e-7
GlobalParam[18]: -7.379289365512737e-7
GlobalParam[19]: 4.2277042112070364e-7
GlobalParam[20]: -1.1664537413342991e-6
GlobalParam[21]: 9.041732488016585e-7
GlobalParam[22]: 8.105874273229778e-8
GlobalParam[23]: 1.9108452817059493e-7
GlobalParam[24]: 9.699975243841948e-7
GlobalParam[25]: 4.755909258300103e-7
GlobalParam[26]: -4.224115524926596e-7
GlobalParam[27]: -6.599989430347301e-7
GlobalParam[28]: -7.840251970530368e-8
GlobalParam[29]: -4.09460050286833e-7
GlobalParam[30]: 3.306443308964151e-7
7.run 1.0000000000000029
GlobalParam[1]: 6.432985701997193e-7
GlobalParam[2]: -1.2854870266298918e-7
GlobalParam[3]: -6.204744867905674e-8
GlobalParam[4]: -4.906035243726662e-8
GlobalParam[5]: 9.607143558417191e-7
GlobalParam[6]: 5.697944109493555e-7
GlobalParam[7]: -1.2302710060354856e-6
GlobalParam[8]: 1.287058631461699e-6
GlobalParam[9]: 1.858284680040229e-7
GlobalParam[10]: 6.46337099354074e-7
GlobalParam[11]: -1.168977811853297e-6
GlobalParam[12]: -9.710250120833046e-8
GlobalParam[13]: 7.208165201123157e-7
GlobalParam[14]: -3.874199911935747e-6
GlobalParam[15]: 4.200423541926859e-8
GlobalParam[16]: -8.350652230092526e-8
GlobalParam[17]: 4.883161048816622e-8
GlobalParam[18]: -7.42076981159038e-8
GlobalParam[19]: -8.901306290642422e-9
GlobalParam[20]: 3.8816816764245774e-7
GlobalParam[21]: 5.958242815932968e-8
GlobalParam[22]: 2.0522406308238147e-7
GlobalParam[23]: -5.774364659316873e-9
GlobalParam[24]: -6.422158375622191e-8
GlobalParam[25]: 1.3721783628810856e-7
GlobalParam[26]: -6.329956866199141e-7
GlobalParam[27]: 5.239547812391087e-6
GlobalParam[28]: 3.0563851258206477e-7
GlobalParam[29]: 4.488540487039371e-7
GlobalParam[30]: -6.70354681517351e-7
8.run 1.0000000000000127
GlobalParam[1]: 8.563270126918818e-7
GlobalParam[2]: -8.438592152135299e-7
GlobalParam[3]: -1.4368250167035113e-7
GlobalParam[4]: 2.1475391371369222e-8
GlobalParam[5]: 1.1348064416501898e-6
GlobalParam[6]: -3.2888691071616078e-6
GlobalParam[7]: 2.5525228493859344e-6
GlobalParam[8]: -8.048474538040557e-7
GlobalParam[9]: -5.525813364449291e-7
GlobalParam[10]: 1.4472654504407192e-6
GlobalParam[11]: -3.305243394823425e-7
GlobalParam[12]: -2.2290573698165747e-7
GlobalParam[13]: -2.1851627546337823e-7
GlobalParam[14]: -1.024746191831364e-6
GlobalParam[15]: -9.237117771606523e-7
GlobalParam[16]: -2.58741614554961e-7
GlobalParam[17]: 2.5977942539133117e-7
GlobalParam[18]: -3.652259814299908e-8
GlobalParam[19]: 2.970355075753082e-7
GlobalParam[20]: -4.132393573765329e-8
GlobalParam[21]: 7.725925315420066e-7
GlobalParam[22]: 7.180960672483236e-8
GlobalParam[23]: 3.437808185939218e-7
GlobalParam[24]: 4.2469342671090884e-7
GlobalParam[25]: 5.680930878345076e-9
GlobalParam[26]: 5.489673412166513e-7
GlobalParam[27]: 9.043431707347567e-7
GlobalParam[28]: 1.2502588404567908e-6
GlobalParam[29]: 2.3141241371191938e-7
GlobalParam[30]: 5.438805333499073e-7
9.run 1.0000000000000073
GlobalParam[1]: 5.9992644365385e-7
GlobalParam[2]: -2.3506767874004204e-7
GlobalParam[3]: 3.600058794727492e-7
GlobalParam[4]: 3.101423311393574e-8
GlobalParam[5]: 1.76704205638337e-7
GlobalParam[6]: -2.1739369226727777e-7
GlobalParam[7]: 5.998815802172456e-7
GlobalParam[8]: -7.391487893405904e-7
GlobalParam[9]: 8.550301167324066e-7
GlobalParam[10]: -1.0973486918530026e-7
GlobalParam[11]: 1.3161823517645381e-8
GlobalParam[12]: 4.6615543596493305e-7
GlobalParam[13]: -6.756330796373162e-8
GlobalParam[14]: -3.0731662862317757e-7
GlobalParam[15]: 2.563319528588797e-7
GlobalParam[16]: 3.2765837108467844e-7
GlobalParam[17]: -2.081629321328582e-6
GlobalParam[18]: 3.9013092066278e-7
GlobalParam[19]: -2.3185123859256e-6
GlobalParam[20]: 2.435712071268477e-7
GlobalParam[21]: 7.213562006142818e-7
GlobalParam[22]: -7.035418474193241e-7
GlobalParam[23]: 3.054389564546838e-8
GlobalParam[24]: -3.3072793415617357e-7
GlobalParam[25]: -2.5427746183037295e-7
GlobalParam[26]: 2.744151238621348e-7
GlobalParam[27]: 3.4359871996642967e-6
GlobalParam[28]: 3.5552367236456676e-6
GlobalParam[29]: -5.5640395575779266e-8
GlobalParam[30]: 1.2749573748479505e-6
10.run 1.00000000000001
GlobalParam[1]: 3.7509702151706714e-7
GlobalParam[2]: -3.1445025592587476e-7
GlobalParam[3]: 3.2214549071828363e-7
GlobalParam[4]: 2.122657250821975e-7
GlobalParam[5]: 6.302570482655691e-8
GlobalParam[6]: 1.5140061222344278e-7
GlobalParam[7]: 2.4411294889346844e-7
GlobalParam[8]: 4.6734800867065955e-7
GlobalParam[9]: 6.977180292254084e-7
GlobalParam[10]: -4.632481018411184e-7
GlobalParam[11]: 2.984897065001232e-7
GlobalParam[12]: 1.933667071111546e-7
GlobalParam[13]: 4.4286962320975845e-7
GlobalParam[14]: 2.1859889147179842e-7
GlobalParam[15]: -8.705872672719609e-7
GlobalParam[16]: -5.583994097492988e-7
GlobalParam[17]: 3.0874332649641427e-6
GlobalParam[18]: -1.131619230653663e-6
GlobalParam[19]: 7.954192007756795e-8
GlobalParam[20]: 3.85754080342984e-7
GlobalParam[21]: -3.7370615905117044e-9
GlobalParam[22]: 1.1499976490481227e-6
GlobalParam[23]: -1.4579693394547238e-6
GlobalParam[24]: -8.560532495300345e-8
GlobalParam[25]: -1.2047994722146937e-6
GlobalParam[26]: 8.125593463028632e-8
GlobalParam[27]: -2.172000069608255e-7
GlobalParam[28]: -2.804438177548395e-7
GlobalParam[29]: -4.254644553373884e-7
GlobalParam[30]: 3.578482252216425e-8
11.run 1.0000000000000047
GlobalParam[1]: -2.395716147951197e-7
GlobalParam[2]: -5.045646549006545e-7
GlobalParam[3]: 8.153322035011577e-8
GlobalParam[4]: -7.62779431187151e-9
GlobalParam[5]: -2.7697621861957705e-7
GlobalParam[6]: 2.945636422977259e-7
GlobalParam[7]: -3.549387000947965e-7
GlobalParam[8]: -1.1491119989043833e-8
GlobalParam[9]: 7.14386779007613e-7
GlobalParam[10]: 9.585855542987404e-7
GlobalParam[11]: 2.738324219567881e-7
GlobalParam[12]: -1.4018909352032734e-7
GlobalParam[13]: -3.5006092925953217e-6
GlobalParam[14]: 1.1602989155731445e-6
GlobalParam[15]: 7.24489875114187e-7
GlobalParam[16]: 3.6955698034502663e-7
GlobalParam[17]: -3.3214975716724807e-7
GlobalParam[18]: -7.838580095273346e-8
GlobalParam[19]: 1.0141115911444991e-6
GlobalParam[20]: -5.906169162446543e-7
GlobalParam[21]: -5.737670929606082e-7
GlobalParam[22]: 5.910518793678298e-7
GlobalParam[23]: 1.0880466363758478e-7
GlobalParam[24]: -7.593855771130194e-7
GlobalParam[25]: 7.364935265110566e-8
GlobalParam[26]: -3.962285126544471e-7
GlobalParam[27]: 1.0453972194885914e-6
GlobalParam[28]: 1.1199494035938023e-6
GlobalParam[29]: 2.206754339332249e-7
GlobalParam[30]: 6.08096572936976e-7
12.run 1.0000000000000056
GlobalParam[1]: 2.3890373763715455e-7
GlobalParam[2]: 2.5763447480383447e-7
GlobalParam[3]: -5.610425259424315e-7
GlobalParam[4]: -5.890110572114456e-7
GlobalParam[5]: -5.3006415624377885e-9
GlobalParam[6]: -4.825507560833308e-7
GlobalParam[7]: 2.283332626783664e-7
GlobalParam[8]: 2.868330696655747e-7
GlobalParam[9]: -5.202266866619361e-7
GlobalParam[10]: 3.790956187048753e-7
GlobalParam[11]: 2.1434218528863025e-7
GlobalParam[12]: 4.01040981635598e-7
GlobalParam[13]: -1.6069286045558254e-7
GlobalParam[14]: -1.1577612987382554e-6
GlobalParam[15]: 7.013735454621228e-7
GlobalParam[16]: -7.330506822472932e-7
GlobalParam[17]: -3.4815932398355734e-7
GlobalParam[18]: 2.6089158168004905e-7
GlobalParam[19]: 1.2954830792369867e-6
GlobalParam[20]: 3.0651630639809714e-7
GlobalParam[21]: -9.46152068750288e-7
GlobalParam[22]: -2.0432183638438388e-7
GlobalParam[23]: 2.411502672506851e-6
GlobalParam[24]: -1.7549231410328605e-8
GlobalParam[25]: -1.1943184745251448e-6
GlobalParam[26]: -2.950264878419817e-6
GlobalParam[27]: -8.730920845198117e-7
GlobalParam[28]: -5.655193118610916e-7
GlobalParam[29]: 1.7541649798407765e-7
GlobalParam[30]: 1.22084987014967e-6
13.run 1.0000000000000064
GlobalParam[1]: -9.532915048363198e-7
GlobalParam[2]: -7.63952738813182e-7
GlobalParam[3]: -7.02545267807117e-7
GlobalParam[4]: -4.6772251936901185e-8
GlobalParam[5]: 5.424686255537854e-7
GlobalParam[6]: 1.64226790084763e-6
GlobalParam[7]: -1.4438670556111384e-6
GlobalParam[8]: 9.536620218649524e-7
GlobalParam[9]: -2.404452606562906e-7
GlobalParam[10]: 9.188423660195657e-7
GlobalParam[11]: -2.2021007715987244e-8
GlobalParam[12]: -4.828135576363248e-7
GlobalParam[13]: -5.701377464638982e-7
GlobalParam[14]: -9.499457711885319e-8
GlobalParam[15]: 6.072295435550183e-7
GlobalParam[16]: -5.4268559073926954e-8
GlobalParam[17]: -2.2463417347671747e-7
GlobalParam[18]: -8.035252270007938e-7
GlobalParam[19]: -5.898385507232295e-7
GlobalParam[20]: 9.881100236186447e-7
GlobalParam[21]: 4.5246869500171096e-7
GlobalParam[22]: 3.5632232807242955e-7
GlobalParam[23]: -1.883281727150759e-7
GlobalParam[24]: 1.3197161149182582e-7
GlobalParam[25]: 1.2839947420274275e-6
GlobalParam[26]: 6.090862409049593e-7
GlobalParam[27]: -8.538360145602642e-8
GlobalParam[28]: -6.301168944937111e-8
GlobalParam[29]: 9.2778747148238e-7
GlobalParam[30]: -3.7608405220693253e-7
14.run 1.0000000000000038
GlobalParam[1]: 3.5261774147323043e-7
GlobalParam[2]: 4.899112002165185e-7
GlobalParam[3]: -3.202607170260253e-8
GlobalParam[4]: -5.913317134741552e-7
GlobalParam[5]: 6.470430797594647e-7
GlobalParam[6]: 2.192274630483145e-7
GlobalParam[7]: 3.6812072564225556e-7
GlobalParam[8]: 1.2592780810691462e-7
GlobalParam[9]: -5.510517751868878e-7
GlobalParam[10]: 7.546744365089018e-7
GlobalParam[11]: 6.406392265789229e-7
GlobalParam[12]: -6.204189965856732e-7
GlobalParam[13]: 1.004679228849036e-6
GlobalParam[14]: -3.2200022641258294e-7
GlobalParam[15]: -5.491264313469877e-7
GlobalParam[16]: -3.365289260480924e-7
GlobalParam[17]: 7.351458057528247e-7
GlobalParam[18]: 6.3140012895541e-8
GlobalParam[19]: 2.921420837297032e-7
GlobalParam[20]: -2.352740082108603e-6
GlobalParam[21]: -1.3281091065430733e-7
GlobalParam[22]: -1.266474908752532e-7
GlobalParam[23]: -1.7785164685358936e-7
GlobalParam[24]: -6.356776147687214e-7
GlobalParam[25]: -6.170860195266675e-7
GlobalParam[26]: 3.559130421925856e-7
GlobalParam[27]: 8.49731223183056e-8
GlobalParam[28]: -9.412228647814363e-7
GlobalParam[29]: 1.6409272283841387e-7
GlobalParam[30]: 4.951168581025957e-7
15.run 1.000000000000003
GlobalParam[1]: 7.231620610647419e-7
GlobalParam[2]: 3.65349450376926e-7
GlobalParam[3]: 1.4080904652131225e-6
GlobalParam[4]: -7.534381400691367e-7
GlobalParam[5]: -7.394543491509173e-8
GlobalParam[6]: -1.3105176595882404e-6
GlobalParam[7]: -1.4308865002775184e-7
GlobalParam[8]: 1.5345091541816617e-6
GlobalParam[9]: -5.713588788241627e-7
GlobalParam[10]: 6.483093429831871e-7
GlobalParam[11]: 2.1490052349406883e-6
GlobalParam[12]: -6.335348603868855e-7
GlobalParam[13]: -6.845774234600792e-7
GlobalParam[14]: 1.1760109836108518e-7
GlobalParam[15]: 8.278675543343247e-7
GlobalParam[16]: -1.4332376255932082e-7
GlobalParam[17]: 1.7204140235547797e-7
GlobalParam[18]: 5.235535519929407e-7
GlobalParam[19]: -6.756871032550273e-7
GlobalParam[20]: 3.2766806189221395e-6
GlobalParam[21]: -1.0063349455210363e-6
GlobalParam[22]: 2.050330503987918e-6
GlobalParam[23]: -2.507651349408852e-7
GlobalParam[24]: -1.254001214992857e-7
GlobalParam[25]: 2.0671028923340698e-6
GlobalParam[26]: -4.211624050334632e-7
GlobalParam[27]: 4.832520465616617e-7
GlobalParam[28]: 1.7415459814799885e-7
GlobalParam[29]: -5.349561350003367e-7
GlobalParam[30]: -2.4493563001735226e-7
16.run 1.000000000000009
GlobalParam[1]: -2.0965426297888906e-7
GlobalParam[2]: -9.582594802575302e-7
GlobalParam[3]: -1.1780604241766566e-7
GlobalParam[4]: 3.9045844692853503e-7
GlobalParam[5]: -4.4442874320472644e-7
GlobalParam[6]: -3.5980411718299886e-7
GlobalParam[7]: -6.091161132322125e-7
GlobalParam[8]: 6.736827238434789e-7
GlobalParam[9]: -2.3739580722421098e-7
GlobalParam[10]: -4.5816441093872424e-7
GlobalParam[11]: -4.773011487185514e-7
GlobalParam[12]: 8.376888041646455e-7
GlobalParam[13]: 1.8870476058800805e-7
GlobalParam[14]: -2.04245772705349e-7
GlobalParam[15]: 1.5658359799767184e-7
GlobalParam[16]: 2.3617017769916446e-6
GlobalParam[17]: -5.875737101281974e-7
GlobalParam[18]: 2.2395549244237758e-8
GlobalParam[19]: -2.20198783577629e-7
GlobalParam[20]: 4.764673526775175e-6
GlobalParam[21]: 5.561177475410022e-7
GlobalParam[22]: -3.08982830965336e-8
GlobalParam[23]: 6.415961803688719e-7
GlobalParam[24]: -5.119507462994338e-7
GlobalParam[25]: 1.076463168532233e-6
GlobalParam[26]: 8.668999565654567e-7
GlobalParam[27]: 4.742902956391879e-7
GlobalParam[28]: 5.660670276270674e-7
GlobalParam[29]: -9.287314045580525e-7
GlobalParam[30]: 2.4986761082410034e-7
17.run 1.000000000000009
GlobalParam[1]: 1.387844489903024e-7
GlobalParam[2]: 9.904395768620577e-7
GlobalParam[3]: -7.962775941102288e-7
GlobalParam[4]: -3.423479893245521e-8
GlobalParam[5]: 3.959604429301311e-7
GlobalParam[6]: -8.999620491593891e-7
GlobalParam[7]: -4.3916536141651245e-7
GlobalParam[8]: 3.211787563875017e-7
GlobalParam[9]: -2.6005507663316956e-7
GlobalParam[10]: 5.647257571215139e-7
GlobalParam[11]: 1.9605092800164323e-8
GlobalParam[12]: -2.864625651171205e-7
GlobalParam[13]: -1.0601325687726698e-7
GlobalParam[14]: -1.9176540147955964e-7
GlobalParam[15]: -6.641874117788687e-7
GlobalParam[16]: 5.417794233051183e-7
GlobalParam[17]: 4.806221548107607e-7
GlobalParam[18]: 8.557633369230031e-7
GlobalParam[19]: 3.945654857742303e-7
GlobalParam[20]: -6.905062686752086e-7
GlobalParam[21]: 6.78875776040283e-7
GlobalParam[22]: -4.512622757732232e-7
GlobalParam[23]: -5.951862496027802e-7
GlobalParam[24]: 8.821396710880483e-7
GlobalParam[25]: -2.2809537906397823e-6
GlobalParam[26]: -1.400564584980189e-7
GlobalParam[27]: 1.2728376112189615e-6
GlobalParam[28]: -3.4592693934276304e-7
GlobalParam[29]: 9.35306944028395e-7
GlobalParam[30]: -1.9496438112593782e-7
18.run 1.0000000000000038
GlobalParam[1]: 2.485186373512893e-7
GlobalParam[2]: -1.2777447127932257e-6
GlobalParam[3]: 1.439811762325355e-6
GlobalParam[4]: -1.4046373345960234e-6
GlobalParam[5]: 6.51612253390906e-7
GlobalParam[6]: -1.3159014551410313e-7
GlobalParam[7]: 1.0920826013579544e-6
GlobalParam[8]: 5.183646351946331e-7
GlobalParam[9]: -4.864362223967905e-7
GlobalParam[10]: -7.347974596779884e-7
GlobalParam[11]: 6.080895378750763e-7
GlobalParam[12]: -1.5654087432469213e-7
GlobalParam[13]: -8.225692761269644e-7
GlobalParam[14]: 1.0263095184776629e-7
GlobalParam[15]: 6.665556129532458e-7
GlobalParam[16]: -3.50019221616691e-7
GlobalParam[17]: 1.1328489170003438e-7
GlobalParam[18]: 2.867337829412036e-7
GlobalParam[19]: -7.498964968857862e-7
GlobalParam[20]: -1.1170330513827454e-6
GlobalParam[21]: 3.246981271660745e-7
GlobalParam[22]: 5.398245961001099e-7
GlobalParam[23]: -5.961806075056663e-7
GlobalParam[24]: -4.848037518552747e-7
GlobalParam[25]: -3.279267428053751e-7
GlobalParam[26]: -1.0563355930622948e-7
GlobalParam[27]: 4.3141975957116364e-7
GlobalParam[28]: -7.92996982988037e-7
GlobalParam[29]: 1.0570460931420695e-6
GlobalParam[30]: -3.526282783465869e-8
19.run 1.0000000000000038
GlobalParam[1]: 7.907191540765378e-7
GlobalParam[2]: 3.1702146431069256e-7
GlobalParam[3]: 1.488739691525705e-6
GlobalParam[4]: -3.3134516081545136e-7
GlobalParam[5]: -2.2330543054942297e-6
GlobalParam[6]: -2.3097374406654388e-6
GlobalParam[7]: 5.925699180161379e-7
GlobalParam[8]: 9.912077505840325e-9
GlobalParam[9]: 8.730208450900499e-7
GlobalParam[10]: -8.894492435942697e-7
GlobalParam[11]: 5.847190138127873e-8
GlobalParam[12]: -1.08569515223146e-6
GlobalParam[13]: -9.55339698773966e-8
GlobalParam[14]: 2.051098097955907e-6
GlobalParam[15]: -3.8898591146176534e-8
GlobalParam[16]: 5.0980156274706795e-8
GlobalParam[17]: -9.960758260831446e-7
GlobalParam[18]: 2.4360737221510154e-6
GlobalParam[19]: -7.85333189388647e-7
GlobalParam[20]: -7.447167142465763e-7
GlobalParam[21]: -7.320519269678997e-7
GlobalParam[22]: 7.813646795297968e-7
GlobalParam[23]: 2.7991357291603486e-7
GlobalParam[24]: -5.922003734203947e-8
GlobalParam[25]: 2.1372903952858345e-7
GlobalParam[26]: -1.1730158652741116e-7
GlobalParam[27]: 9.112298221943916e-7
GlobalParam[28]: 6.538984784643015e-7
GlobalParam[29]: 3.197093972304842e-7
GlobalParam[30]: -1.319343358154848e-6
20.run 1.0000000000000082
GlobalParam[1]: 9.149302179210511e-7
GlobalParam[2]: -5.477051014787401e-8
GlobalParam[3]: -6.685984484346807e-7
GlobalParam[4]: -2.7376409334268783e-7
GlobalParam[5]: -9.871481796713691e-7
GlobalParam[6]: -5.110913315534584e-7
GlobalParam[7]: -7.026424936115702e-7
GlobalParam[8]: -3.0318388479320877e-7
GlobalParam[9]: -3.650802524774293e-8
GlobalParam[10]: 2.5906545133294294e-7
GlobalParam[11]: -4.9691824320877e-7
GlobalParam[12]: 1.1805980582371029e-7
GlobalParam[13]: 6.006658639249989e-7
